wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q101444618,Irek Faizullin,Irek Faizullin,male,1962-12-08,11,http://government.ru/en/gov/persons/,2021-07-28,Q107688680,"Minister of Construction, Housing and Utilities",2020-11-10,Q101444618-742FBBC7-4588-472E-AD70-44D043D28940
Q101627335,Alexei Chekunkov,Alexey Chekunkov,male,1980-10-03,11,http://government.ru/en/gov/persons/,2021-07-30,Q107688664,Minister for the Development of the Russian Far East and Arctic,2020-01-21,Q101627335-AA03281C-FDF9-4158-AC32-E3414E0C67F3
Q112119215,Alexander Kurenkov,Alexander Kurenkov,male,1972-06-02,11,http://government.ru/en/gov/persons/,2022-05-26,Q17287321,"Minister of Civil Defence, Emergencies and Disaster Relief",2022-05-25,Q112119215-45b44af8-4a78-13f8-a72f-d88694df22c4
Q1153835,Marat Khusnullin,Marat Khusnullin,male,1966-08-09,11,http://government.ru/en/gov/persons/,2021-08-04,Q14805701,Deputy Prime Minister,2020-01-21,Q1153835-20F7FD26-E6F6-4C96-82FC-6E7A27055990
Q1320356,Yury Trutnev,Yuri Trutnev,male,1956-03-01,11,http://government.ru/en/gov/persons/,2021-07-28,Q14805701,Deputy Prime Minister,2013-08-31,Q1320356-13434326-4f0e-76c8-53a9-632aa91155ed
Q1320356,Yury Trutnev,Yuri Trutnev,male,1956-03-01,11,http://government.ru/en/gov/persons/,2021-08-04,Q107883733,Presidential Plenipotentiary Envoy to the Far Eastern Federal District,2020-01-21,Q1320356-A37D0ED5-3E9C-48BB-87FF-2F41E8C985AD
Q1344473,Vladimir Kolokoltsev,Vladimir Kolokoltsev,male,1961-05-11,11,https://government.ru/en/gov/persons/,2021-07-30,Q4399968,Minister of the Interior,2012-05-21,Q1344473-DBDAA5E0-F94D-47DE-A578-9C5531E5825E
Q15066166,Valery Falkov,Valery Falkov,male,1978-10-18,11,http://government.ru/en/gov/persons/,2021-07-28,Q107688573,Minister of Science and Higher Education,2020-01-21,Q15066166-5814B59F-B8B9-4BC8-8D3B-A8394941190E
Q16186988,Yury Borisov,Yuriy Borisov,male,1956-12-31,11,http://government.ru/en/gov/persons/,2021-08-04,Q14805701,Deputy Prime Minister,2020-01-21,Q16186988-9ED1A2A6-A47B-4E60-A701-78656C87CD3B
Q16664506,Alexander Kozlov,Alexander Kozlov,male,1981-01-02,11,http://government.ru/en/gov/persons/,2021-07-31,Q107710311,Minister of Natural Resources,2020-11-10,Q16664506-AA9FFDC1-B5E9-40F7-A9F1-B7BEB5777AA5
