position,person,personID,start,end
Deputy of the State Council of the Udmurt Republic,Oleg Nikolaevich Bekmemetiev,Q60830455,2012,2015
Deputy of the State Council of the Udmurt Republic,Viktor Balakin,Q4076289,2014-07-10,2017
Member of the State Council of the Komi Republic,Valery Markov,Q25680976,2007,2015
Member of the Legislative Assembly of Saint Petersburg,Vitaly Valentinovich Milonow,Q4293669,2007,
Member of the Legislative Assembly of Orenburg Oblast,Igor Sukharev,Q34256225,2002,2016
member of the State Duma,Gennadiy Seleznyov,Q1756312,1993-12-12,2007-12-02
member of the State Duma,Gennady Zyuganov,Q182452,1993-12-12,
member of the State Duma,Andrey Kozyrev,Q502746,1993-12-12,2000-01-18
member of the State Duma,Sergei Kovalev,Q545569,1993-12-12,2003-12-07
member of the State Duma,Stanislav Govorukhin,Q1377159,1994-01-11,2018-06-14
member of the State Duma,Zhores Alferov,Q183279,1995,2019
member of the State Duma,Nikolai Gubenko,Q1983805,1995,2003
member of the State Duma,Mikhail Tarantsov,Q101482132,1995-12-17,2000-01
member of the State Duma,Vyacheslav Boyko,Q4090384,1995-12-17,2003-12-29
member of the State Duma,Mikhail Glushchenko,Q4140445,1995-12-17,2000-01-18
member of the State Duma,Gennadiy Ivanovitsj Raykov,Q4388959,1995-12-17,2007-03-09
member of the State Duma,Svetlana Savitskaya,Q152318,1996,
member of the State Duma,Alexander Karelin,Q187247,1999,2007
member of the State Duma,Nadezhda Azarova,Q4058155,1999,2007
member of the State Duma,Vladimir Pekhtin,Q4361931,1999,2013-02-20
member of the State Duma,Viktor Kulikov,Q48051,1999,2003
member of the State Duma,Sergey Mitrokhin,Q544851,1999,2003
member of the State Duma,Vasily Galushkin,Q101386802,1999-12-19,2003-12-29
member of the State Duma,Aleksandra Buratayeva,Q4099366,1999-12-19,2007-12-24
member of the State Duma,Suleyman Kerimov,Q447250,1999-12-19,2007-12-24
member of the State Duma,Roman Abramovich,Q171428,2000-01-10,2000-12-17
member of the State Duma,"Уткин, Олег Васильевич",Q100155186,2000-01-18,2003-12-07
member of the State Duma,"Залепухин, Николай Петрович",Q100230399,2000-01-18,2003-12-07
member of the State Duma,Rafael Gimalov,Q100254920,2000-01-18,2003-12-07
member of the State Duma,Igor Dines,Q100587989,2000-01-18,2003-12-07
member of the State Duma,"Шиманов, Александр Алексеевич",Q100729371,2000-01-18,2003-12-07
member of the State Duma,"Леонтьев, Георгий Карпеевич",Q100873283,2000-01-18,2003-12-07
member of the State Duma,"Кузнецов, Василий Федотович",Q101086416,2000-01-18,2003-12-07
member of the State Duma,"Медведев, Юрий Германович",Q101094857,2000-01-18,2003-12-07
member of the State Duma,Василий Михайлович Ивер,Q101116109,2000-01-18,2003-12-07
member of the State Duma,"Ивлев, Иван Алексеевич",Q101161717,2000-01-18,2003-12-07
member of the State Duma,"Мещерин, Иван Васильевич",Q101342253,2000-01-18,2003-12-07
member of the State Duma,Aleksandr Lotorev,Q101354967,2000-01-18,2003-12-07
member of the State Duma,"Пискун, Николай Леонидович",Q101380272,2000-01-18,2003-12-07
member of the State Duma,"Орголайнен, Александр Арович",Q101403107,2000-01-18,2003-12-07
member of the State Duma,"Гребенюк, Владимир Дмитриевич",Q101403810,2000-01-18,2003-12-07
